host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
31980952,1,Williamsburg,40.71076,-73.96328,1,50,3,2,0.05,1,0
2294061,2,East Harlem,40.7913,-73.94265,0,140,3,2,0.04,1,0
25537819,3,Long Island City,40.74612,-73.94247,1,88,1,11,0.3,2,0
44837740,2,Theater District,40.75601,-73.98909,0,2000,1,3,0.07,1,0
52071286,2,Chelsea,40.73847,-73.99835,0,249,2,6,6.0,1,225
10736013,2,West Village,40.73192,-74.00433,0,156,1,0,,1,0
49487260,3,Astoria,40.77089,-73.93036,1,100,1,3,0.3,1,0
1434931,1,Clinton Hill,40.68156,-73.96537,0,135,5,6,0.13,1,317
6950113,1,Fort Greene,40.69431,-73.97063,0,155,1,16,1.04,1,14
78826514,2,Upper East Side,40.76885,-73.96472,0,160,2,48,1.3,1,40
259427246,1,Bedford-Stuyvesant,40.6788,-73.92722,1,43,1,4,2.0,3,343
70236577,1,Bedford-Stuyvesant,40.6925,-73.94214,1,58,1,11,1.77,1,345
26500272,1,Fort Greene,40.6932,-73.97348,0,350,3,0,,1,0
12652679,3,Astoria,40.76297,-73.91696,0,80,2,13,0.56,1,0
51434373,2,Chelsea,40.73971,-73.99829,1,179,3,69,1.8,1,104
107434423,2,Theater District,40.75995,-73.98728,0,278,30,0,,232,147
223248121,2,Kips Bay,40.74319,-73.98074,2,39,2,1,0.16,1,365
23847354,2,East Harlem,40.78882,-73.94869,1,67,1,2,0.05,1,0
13501341,1,Bushwick,40.70054,-73.91185,0,82,4,8,0.22,2,0
1475015,2,Kips Bay,40.74306,-73.97843,0,87,30,0,,52,365
202757964,1,Williamsburg,40.71863,-73.96358,0,220,30,0,,6,205
133281513,1,Williamsburg,40.71885,-73.95444,0,180,1,16,0.65,1,0
430188,1,Williamsburg,40.70516,-73.95455,1,120,14,76,0.76,6,343
159726656,2,Upper West Side,40.78898,-73.97418,2,53,3,7,0.38,1,0
16098958,2,Upper West Side,40.7906,-73.97267,0,135,30,2,0.06,96,313
2544425,2,East Village,40.73334,-73.98904,0,160,7,35,1.4,1,7
16437254,1,Boerum Hill,40.68897,-73.98634,0,165,30,3,0.06,21,339
11339193,2,Midtown,40.74364,-73.98303,0,1000,3,0,,1,0
2180581,1,South Slope,40.6652,-73.98191,1,99,5,4,0.35,2,0
194104396,1,Flatlands,40.62635,-73.93565,1,75,3,0,,1,90
42782892,2,Chelsea,40.74107,-73.99595,0,250,5,4,0.11,1,0
18753186,1,Gowanus,40.68255,-73.98911,0,150,5,25,2.43,2,54
2419727,2,East Village,40.72573,-73.98377,1,88,7,17,1.63,1,227
245637171,2,East Village,40.72821,-73.98633,1,62,30,0,,8,310
222281153,1,Bedford-Stuyvesant,40.69712,-73.94732,1,52,2,13,1.72,3,320
45446889,3,Astoria,40.76707,-73.91473,0,75,3,1,0.03,1,0
47610,1,South Slope,40.66278,-73.97966,0,120,3,15,0.39,1,345
19644682,2,Upper West Side,40.78245,-73.98163,0,120,6,5,0.09,1,0
26821811,2,Harlem,40.8155,-73.93986,1,38,3,1,0.09,1,0
140083988,1,Williamsburg,40.7111,-73.9487,0,175,2,102,4.23,1,152
1439611,2,Lower East Side,40.71783,-73.98392,0,175,4,36,0.77,1,0
215891351,1,Bushwick,40.70065,-73.92378,1,60,2,13,3.94,2,48
4578923,1,Bedford-Stuyvesant,40.69437,-73.95841,1,50,5,18,0.79,1,0
1314045,1,Williamsburg,40.71361,-73.94804,1,109,1,228,6.97,3,326
10770318,2,Upper East Side,40.77959,-73.94685,1,65,1,17,4.18,1,19
24598868,2,East Harlem,40.79588,-73.93646,1,80,1,0,,1,0
208367810,1,Borough Park,40.63987,-73.99578,2,40,3,2,0.55,4,50
127726243,1,Greenpoint,40.71951,-73.95397,0,200,7,6,0.27,1,0
29893120,2,Tribeca,40.71466,-74.00802,1,89,3,9,0.18,1,0
105762561,3,Jamaica,40.68038,-73.77244,0,125,3,42,1.85,3,348
123745971,2,Upper East Side,40.78216,-73.94841,1,540,2,0,,6,351
6502688,1,Williamsburg,40.70592,-73.93513,0,165,2,7,0.37,1,0
52997121,3,Jamaica,40.67603,-73.78217,1,70,1,29,0.9,4,8
7252221,1,Flatbush,40.65061,-73.96125,1,50,27,6,0.14,2,0
257599351,2,Chinatown,40.71703,-73.99538,1,120,2,8,3.69,1,34
17772042,1,Downtown Brooklyn,40.69177,-73.98549,0,195,3,0,,1,0
5664607,1,Greenpoint,40.73363,-73.95333,1,110,2,3,0.12,1,2
5260367,1,Boerum Hill,40.68942,-73.98739,0,150,30,1,0.05,1,91
9450203,1,Crown Heights,40.67215,-73.94831,1,150,1,2,0.09,1,177
25157246,2,Midtown,40.75216,-73.96912,0,159,90,0,,2,330
157438293,1,Williamsburg,40.71892,-73.94932,1,120,1,0,,1,0
219517861,2,Theater District,40.76149,-73.98633,0,219,29,0,,327,346
5744776,2,Upper East Side,40.77565,-73.94919,0,153,2,4,0.14,1,3
24587292,1,Crown Heights,40.67652,-73.96198,1,974,7,0,,2,0
2260108,1,Boerum Hill,40.68852,-73.98697,0,119,5,12,0.25,1,0
265812351,3,Kew Gardens Hills,40.72608,-73.82038,0,199,1,0,,1,364
17767705,2,East Harlem,40.79477,-73.93282,1,90,2,3,0.15,1,0
45696732,2,Upper East Side,40.77858,-73.95059,0,145,4,2,0.05,1,0
2978784,1,Sunset Park,40.65379,-74.00272,0,150,7,6,0.25,1,1
261338177,1,Gravesend,40.59118,-73.97119,2,25,7,0,,6,365
1207773,1,Williamsburg,40.70719,-73.95927,2,37,1,12,0.35,2,362
64065593,2,Midtown,40.75324,-73.97217,0,198,2,16,0.51,13,263
123745971,2,Upper East Side,40.78399,-73.94725,1,990,2,1,1.0,6,343
4302160,1,Fort Greene,40.68642,-73.97701,0,200,1,0,,1,12
11975339,2,Nolita,40.72315,-73.99507,0,129,2,6,0.28,1,0
164719010,3,Whitestone,40.77945,-73.82029,1,35,1,35,3.87,3,86
11824700,2,Lower East Side,40.71514,-73.98293,1,95,1,13,0.32,2,0
265420923,3,East Elmhurst,40.76774,-73.87358,1,70,2,2,1.87,1,266
107778395,1,Williamsburg,40.71188,-73.94387,1,55,5,9,0.34,1,20
76998256,2,Harlem,40.82289,-73.9511,0,78,3,13,0.35,1,0
124357,1,Williamsburg,40.71603,-73.95432,0,300,1,70,4.63,3,1
3210626,1,Park Slope,40.6761,-73.97509,0,200,1,0,,1,0
40429192,1,Greenpoint,40.72831,-73.949,0,175,3,96,2.06,1,328
179387087,1,Bedford-Stuyvesant,40.67941,-73.90849,1,55,4,11,1.2,3,0
11757212,1,Bushwick,40.69804,-73.92816,1,51,1,45,1.35,4,351
18284376,2,West Village,40.73618,-74.009,0,150,1,0,,1,0
231929970,1,Bedford-Stuyvesant,40.68004,-73.94083,1,55,1,1,0.16,1,0
115734913,0,Fordham,40.85791,-73.89528,1,39,2,24,2.73,1,211
47394476,3,Astoria,40.76352,-73.91353,1,50,2,1,0.02,1,0
12388182,1,Williamsburg,40.71891,-73.9657,0,250,2,2,0.07,1,0
140997060,2,Upper West Side,40.77824,-73.98325,0,275,3,0,,2,24
75506967,0,Claremont Village,40.83796,-73.9016,1,38,15,8,0.23,2,24
3228421,2,West Village,40.73319,-74.00502,0,205,3,47,1.01,1,262
7859118,1,Williamsburg,40.71915,-73.94061,0,165,2,80,1.28,1,188
40994490,1,Bushwick,40.70153,-73.93064,0,200,3,0,,1,0
22727798,3,Bay Terrace,40.77774,-73.78376,0,189,3,85,1.88,1,330
1583768,2,Harlem,40.79982,-73.95375,0,130,2,18,0.42,1,0
17938076,4,Mariners Harbor,40.6363,-74.15911,1,200,1,0,,1,365
3922367,1,Williamsburg,40.71617,-73.95395,0,165,4,0,,1,0
121657084,2,Midtown,40.7571,-73.98014,1,95,3,28,2.71,1,0
248161322,1,Bushwick,40.7008,-73.9394,2,45,30,0,,14,364
48764969,1,Cypress Hills,40.68122,-73.90399,1,42,6,12,0.96,2,207
5144567,2,Financial District,40.70842,-74.00519,1,169,7,1,1.0,13,358
175311339,3,Jackson Heights,40.75287,-73.86435,1,37,2,34,2.07,5,126
102242694,1,Bushwick,40.69987,-73.92638,1,35,20,1,1.0,1,24
65613634,1,Bedford-Stuyvesant,40.68736,-73.93827,0,400,2,13,5.34,1,278
1407676,1,Williamsburg,40.71623,-73.95777,1,350,1,19,0.64,4,244
159091490,1,Gowanus,40.67721,-73.98444,1,129,1,7,0.36,17,364
52529356,2,Midtown,40.74843,-73.98259,0,150,2,2,0.17,1,0
5132019,2,Upper East Side,40.77905,-73.95275,0,190,2,8,0.54,1,3
57571805,2,Midtown,40.75315,-73.97175,0,100,2,1,0.05,3,0
204733512,3,East Elmhurst,40.76111,-73.88408,1,45,3,13,5.42,2,80
40997229,2,Upper West Side,40.79487,-73.96304,1,160,3,3,0.38,1,5
12243051,2,Midtown,40.74712,-73.98461,0,254,29,0,,96,291
219666829,3,Bay Terrace,40.77971,-73.77857,2,32,2,6,0.95,1,169
26584499,2,Upper West Side,40.78246,-73.98314,0,115,30,0,,8,89
5827529,2,Hell's Kitchen,40.76221,-73.99028,0,160,1,8,0.14,1,0
68787921,1,Bedford-Stuyvesant,40.68899,-73.92339,1,40,2,39,1.02,4,236
47489718,1,Bedford-Stuyvesant,40.68516,-73.9533,1,55,2,0,,1,0
57430885,2,Harlem,40.81574,-73.94212,1,39,10,1,0.16,1,0
4162067,1,Greenpoint,40.72811,-73.94925,1,95,4,1,0.02,1,0
182989977,1,East Flatbush,40.6541,-73.93834,1,69,3,0,,5,365
4110677,2,Harlem,40.8085,-73.94113,1,75,14,4,0.11,2,184
59839625,3,Sunnyside,40.74211,-73.91646,0,105,2,48,1.42,1,13
248747777,2,Chelsea,40.7394,-73.99868,0,199,2,8,2.89,1,125
132856118,2,Midtown,40.76441,-73.98145,0,394,3,1,0.12,1,13
39039509,1,East Flatbush,40.64563,-73.9419,0,150,2,36,0.77,1,248
156436372,1,Williamsburg,40.7163,-73.95087,0,100,30,4,0.2,4,323
6520032,2,West Village,40.73551,-74.00138,0,250,2,6,2.12,1,19
19442899,2,Hell's Kitchen,40.75545,-73.99547,1,119,7,11,0.37,1,0
33612454,1,Bedford-Stuyvesant,40.68655,-73.94299,1,80,2,106,3.14,1,47
254157091,2,Upper East Side,40.77116,-73.95776,0,130,3,7,2.84,1,5
2698515,2,Financial District,40.70939,-74.00121,0,420,2,285,4.02,1,294
228634418,3,East Elmhurst,40.75946,-73.89019,0,235,2,10,8.33,1,321
30283594,2,Midtown,40.76665,-73.98281,0,190,30,1,0.04,121,286
42093468,0,Mott Haven,40.81322,-73.91696,1,42,5,7,1.08,4,321
22125997,0,Westchester Square,40.84184,-73.84967,1,28,1,26,2.65,2,123
16486125,2,Upper West Side,40.79906,-73.96517,1,60,1,0,,1,7
192365952,1,Williamsburg,40.71733,-73.95811,1,95,1,62,5.83,1,65
210578372,1,Carroll Gardens,40.68112,-73.99296,0,150,4,9,0.87,1,0
107434423,2,Tribeca,40.71495,-74.00701,0,314,30,0,,232,299
190921808,2,Hell's Kitchen,40.75492,-73.99563,1,80,7,7,0.66,47,329
46901221,1,Sheepshead Bay,40.59629,-73.96367,0,119,2,174,3.88,2,65
25492187,2,East Village,40.72566,-73.98323,0,230,1,0,,1,0
61396454,2,Midtown,40.75424,-73.96416,0,300,30,0,,14,338
138186485,2,Upper West Side,40.78823,-73.97499,0,116,1,28,1.22,1,0
239142480,2,Chinatown,40.71416,-73.99161,1,75,1,0,,1,0
58503744,1,Bushwick,40.69505,-73.90729,1,65,4,4,0.12,1,0
417504,1,Greenpoint,40.7389,-73.95395,0,199,3,75,0.93,28,84
28846474,3,Long Island City,40.7477,-73.94438,1,80,4,3,0.06,1,0
327489,1,Fort Greene,40.69269,-73.9737,0,125,2,8,0.31,1,185
42627213,1,Bedford-Stuyvesant,40.68607,-73.91941,1,40,3,5,0.14,1,0
56735326,1,Greenpoint,40.72347,-73.94039,0,125,3,4,0.13,1,0
209460,1,Bedford-Stuyvesant,40.67992,-73.9475,1,90,3,126,1.17,4,343
8131326,1,Windsor Terrace,40.66063,-73.98348,0,239,3,0,,1,0
137358866,3,Astoria,40.76677,-73.92408,1,57,30,0,,103,238
20912185,1,Crown Heights,40.66649,-73.92855,0,125,2,130,2.23,1,293
531006,2,Upper West Side,40.79039,-73.96789,0,180,4,9,0.37,1,0
7913159,2,Washington Heights,40.84566,-73.93998,0,75,3,3,0.14,1,0
20812159,2,Harlem,40.80214,-73.95658,1,55,2,8,0.31,1,0
123506305,3,Springfield Gardens,40.66601,-73.77638,1,92,1,0,,3,180
95341719,1,Crown Heights,40.67013,-73.94397,0,165,2,23,0.83,3,182
3404698,2,Upper West Side,40.78693,-73.97558,0,150,30,1,0.04,1,188
135680128,0,Wakefield,40.90391,-73.85312,0,120,2,34,1.42,1,77
39619320,2,Chinatown,40.71495,-73.99056,1,60,1,6,0.23,1,0
738918,1,Park Slope,40.67561,-73.97823,0,300,2,85,1.81,2,268
118403993,1,Williamsburg,40.72124,-73.95984,0,400,2,10,2.63,2,351
48275590,1,Bedford-Stuyvesant,40.68327,-73.92411,0,100,3,4,0.29,1,358
13750109,1,Bushwick,40.70281,-73.93188,0,249,2,1,1.0,1,17
2119276,2,Chelsea,40.7437,-73.99476,0,200,30,7,0.49,39,311
59026607,1,Williamsburg,40.70392,-73.94885,0,72,3,7,1.26,1,0
8778997,1,Williamsburg,40.71512,-73.94978,0,102,7,26,0.41,1,2
175019394,3,Jamaica,40.67228,-73.77804,1,70,1,81,5.73,6,85
205031545,2,Midtown,40.75397,-73.96697,0,699,3,5,0.48,49,204
208946050,3,Jamaica,40.69576,-73.78867,0,54,2,45,4.18,1,12
557166,2,Upper West Side,40.79287,-73.97333,0,150,5,2,0.18,1,0
109551284,2,Upper West Side,40.80288,-73.96396,1,120,5,11,0.76,2,134
4844197,1,Williamsburg,40.7098,-73.94834,1,60,3,12,0.51,1,0
39055365,1,Bedford-Stuyvesant,40.68156,-73.91424,1,45,2,5,0.17,1,0
30283594,2,Financial District,40.70574,-74.00809,0,239,30,2,0.09,121,186
256403429,1,Flatbush,40.65235,-73.95347,1,54,1,10,4.35,5,70
217321404,2,West Village,40.73953,-74.0049,0,225,3,15,1.72,1,6
27371503,1,Bedford-Stuyvesant,40.68389,-73.92659,1,40,1,0,,1,0
9831905,1,Williamsburg,40.71793,-73.95772,0,230,7,0,,1,0
5855145,3,Ditmars Steinway,40.77588,-73.90782,0,125,2,38,0.87,2,330
5555793,1,Carroll Gardens,40.67857,-73.99485,0,140,3,3,0.06,2,0
48638439,3,Springfield Gardens,40.66203,-73.7698,0,200,30,68,1.66,2,365
3427065,1,Williamsburg,40.71866,-73.96417,1,180,1,1,0.05,1,0
611716,1,Park Slope,40.67644,-73.98082,0,165,2,23,0.23,2,7
22659263,1,Crown Heights,40.67091,-73.94888,0,275,4,6,0.26,1,96
117930151,3,Long Island City,40.74458,-73.94102,1,100,1,5,1.06,2,351
16830841,2,Midtown,40.76401,-73.98051,1,365,1,1,1.0,5,342
8411075,1,Bushwick,40.69608,-73.9121,0,119,2,0,,1,5
224696045,1,Sheepshead Bay,40.59362,-73.95659,0,110,2,16,2.45,1,276
16572580,1,Williamsburg,40.70907,-73.9495,1,184,2,1,0.05,2,0
745069,2,Harlem,40.82286,-73.94596,1,75,3,33,0.39,3,301
139357580,3,Ditmars Steinway,40.77321,-73.90447,1,60,1,80,3.35,8,320
4481005,1,Park Slope,40.67397,-73.98237,1,49,2,43,0.94,2,283
716306,0,Woodlawn,40.89747,-73.8639,0,77,1,197,2.49,1,309
186110692,1,Bushwick,40.69014,-73.91908,1,39,1,20,1.63,1,14
221213143,2,Midtown,40.74217,-73.98398,0,299,1,0,,9,339
80512824,2,Harlem,40.81855,-73.94447,1,46,1,5,0.25,1,0
68600221,2,Harlem,40.82429,-73.95225,1,54,7,2,0.05,1,0
28369674,1,Williamsburg,40.70357,-73.93444,1,69,3,66,1.9,2,91
13043852,1,Cobble Hill,40.68477,-73.99825,0,400,6,5,0.1,1,85
2235105,1,Bedford-Stuyvesant,40.68443,-73.93456,0,209,3,0,,1,0
1192610,2,Chinatown,40.71611,-73.99828,1,110,30,59,0.64,1,281
10954437,1,Bedford-Stuyvesant,40.6936,-73.94864,1,105,1,24,0.69,1,0
140830391,2,Harlem,40.81072,-73.94235,1,85,1,8,2.61,9,150
1430128,1,Bedford-Stuyvesant,40.69336,-73.94678,0,67,6,10,0.39,1,0
45835291,2,Harlem,40.82424,-73.9554,1,70,7,49,4.55,6,22
18219988,1,Flatbush,40.63981,-73.95712,0,80,2,103,1.7,1,0
271384163,2,Harlem,40.80446,-73.9455,0,320,1,0,,1,322
244920495,2,Little Italy,40.71919,-73.99654,0,120,60,1,0.39,1,37
35996743,1,Boerum Hill,40.68958,-73.99141,0,118,2,3,0.21,1,0
166634,1,Brownsville,40.66255,-73.91342,1,49,2,33,1.55,5,0
17942384,1,Park Slope,40.66835,-73.97981,0,129,5,2,0.04,1,0
570464,2,Harlem,40.80926,-73.95419,0,400,4,8,0.74,1,42
239758048,2,Flatiron District,40.74055,-73.98522,0,450,3,3,3.0,1,101
2119276,2,Hell's Kitchen,40.76613,-73.98721,0,180,30,16,0.25,39,337
21575456,1,Clinton Hill,40.68502,-73.96073,0,175,1,150,2.98,1,300
23212298,1,Crown Heights,40.6758,-73.9401,0,127,4,56,2.48,1,286
14046877,1,Bedford-Stuyvesant,40.69087,-73.946,1,63,3,0,,1,0
38503504,1,Bedford-Stuyvesant,40.68536,-73.94358,0,180,2,75,2.35,1,237
33518883,2,Hell's Kitchen,40.76086,-73.99147,1,90,1,15,0.42,2,0
85942706,1,Williamsburg,40.71351,-73.96066,1,72,2,48,5.83,1,95
40332331,1,Windsor Terrace,40.65758,-73.97801,0,128,3,10,0.21,2,3
169898690,1,Williamsburg,40.72161,-73.96327,0,125,90,0,,1,129
39890192,2,Upper West Side,40.80319,-73.96676,1,70,15,0,,12,153
105699183,2,Harlem,40.82718,-73.94883,0,65,6,2,0.13,2,9
65800377,1,Bushwick,40.70087,-73.92351,1,70,2,90,2.57,3,33
80320245,2,Upper West Side,40.77841,-73.98028,1,92,1,4,0.11,1,0
219517861,2,Financial District,40.70751,-74.01184,0,231,2,13,3.42,327,331
19561602,1,Bushwick,40.69613,-73.93264,0,50,5,2,0.11,1,0
258589420,3,Richmond Hill,40.68908,-73.83326,1,56,1,12,5.37,7,179
12149644,2,Upper West Side,40.78304,-73.98146,0,125,1,0,,1,0
85196753,2,Kips Bay,40.74488,-73.98079,1,56,14,0,,1,0
193502084,1,Borough Park,40.63889,-74.00244,1,40,1,11,1.09,8,0
118199454,1,Bushwick,40.6975,-73.92998,1,70,4,15,1.05,1,35
29093058,1,Bedford-Stuyvesant,40.69574,-73.93975,1,250,2,0,,2,173
2740709,2,SoHo,40.72615,-74.00325,0,285,4,1,0.1,1,7
10672341,1,Crown Heights,40.66732,-73.95794,0,145,2,0,,2,0
31502455,2,Chelsea,40.74553,-73.99784,1,200,1,1,0.03,1,0
12608261,2,Harlem,40.79841,-73.95257,1,72,2,27,0.44,1,183
18104054,2,Upper East Side,40.76761,-73.95986,0,160,7,1,0.03,1,0
30541205,1,Bushwick,40.69994,-73.92176,1,50,3,0,,1,0
81996236,3,Ditmars Steinway,40.76994,-73.90659,1,105,1,0,,1,89
158191277,1,Crown Heights,40.6763,-73.94107,1,75,6,3,0.16,3,0
224414117,2,Hell's Kitchen,40.75523,-73.99827,1,107,1,25,3.52,30,169
960836,2,Hell's Kitchen,40.76415,-73.99067,0,149,1,122,1.29,1,20
134613498,2,East Village,40.72718,-73.98798,1,60,1,11,0.86,7,23
2556784,0,Fieldston,40.88757,-73.90522,0,60,1,25,0.67,1,311
126531152,1,Williamsburg,40.713,-73.94381,0,150,1,4,0.17,1,0
24614094,1,Bedford-Stuyvesant,40.68696,-73.94391,1,35,1,27,2.58,2,338
26071530,1,Crown Heights,40.67711,-73.95,1,100,2,0,,2,20
28937325,2,Washington Heights,40.85769,-73.93374,2,120,3,38,0.74,1,178
140630987,3,Flushing,40.75966,-73.81469,1,65,1,11,3.79,6,126
35474485,1,Williamsburg,40.7069,-73.95372,1,55,5,61,2.84,1,53
30460662,2,Harlem,40.82117,-73.94306,0,87,2,11,0.25,1,0
61042,2,Harlem,40.82153,-73.95458,1,52,5,7,1.68,6,11
24715671,2,Midtown,40.74439,-73.98329,0,275,30,39,0.72,4,365
432318,1,Kensington,40.644,-73.98091,0,85,7,3,0.14,1,0
268868462,1,Greenpoint,40.7309,-73.95969,1,200,4,0,,1,365
20792304,1,Williamsburg,40.71413,-73.95044,1,79,2,3,0.06,1,0
67987135,1,Bedford-Stuyvesant,40.69295,-73.93875,0,139,1,4,0.5,9,7
107090465,1,East Flatbush,40.63835,-73.94621,0,125,3,2,0.61,1,170
78672740,1,Flatbush,40.64809,-73.9677,1,72,1,25,0.68,1,333
4657612,2,Lower East Side,40.71727,-73.98634,0,120,1,4,0.67,1,36
4864306,1,Greenpoint,40.72541,-73.9567,1,50,2,36,0.51,3,232
6122006,2,Morningside Heights,40.81131,-73.9582,1,45,1,76,2.83,2,0
182039779,1,Carroll Gardens,40.68123,-73.99424,0,100,3,7,0.47,1,0
2856748,2,Upper East Side,40.76174,-73.96366,0,160,30,0,,49,364
1960128,3,Ozone Park,40.68581,-73.84642,2,45,1,8,0.11,2,364
131783806,2,Washington Heights,40.85152,-73.93804,1,45,2,8,0.31,1,0
16058022,2,Gramercy,40.73755,-73.98041,0,130,5,1,0.03,1,0
4210456,2,Morningside Heights,40.80638,-73.96245,0,75,15,0,,1,0
207618240,2,Midtown,40.75225,-73.97132,1,300,3,0,,1,338
22541573,2,Upper East Side,40.7631,-73.96281,0,179,30,0,,87,365
2955491,1,Bushwick,40.69753,-73.93619,1,55,2,20,0.41,1,19
27796188,2,Harlem,40.80947,-73.95392,0,300,2,60,1.18,2,198
309088,1,Bushwick,40.69633,-73.92143,0,150,3,18,0.53,1,0
137358866,3,Sunnyside,40.73756,-73.92329,1,29,30,0,,103,241
22541573,2,Upper West Side,40.78989,-73.97264,0,267,30,0,,87,354
3552356,1,Bushwick,40.69995,-73.91802,1,35,5,2,0.18,1,0
66309874,1,Cypress Hills,40.68615,-73.87646,1,60,3,32,0.81,3,90
7250241,2,Lower East Side,40.71306,-73.98856,1,80,5,3,0.05,1,0
117792931,2,Upper East Side,40.78075,-73.95108,0,125,4,12,3.96,1,0
969279,1,Bushwick,40.69731,-73.92417,1,69,2,98,1.36,1,20
526653,3,Queens Village,40.72413,-73.76133,1,50,1,43,0.45,1,88
219333557,3,East Elmhurst,40.76274,-73.86866,1,79,1,8,1.26,7,96
52593822,2,Harlem,40.83034,-73.94787,0,115,1,0,,1,0
97513787,2,Chinatown,40.7164,-73.99188,1,73,25,13,0.48,5,38
66915031,2,Washington Heights,40.84657,-73.9357,1,65,2,55,5.54,1,5
261612429,2,East Village,40.72627,-73.98543,0,207,30,0,,1,55
34397256,3,Ozone Park,40.6904,-73.83727,1,70,2,114,2.47,1,310
69507287,0,Wakefield,40.88871,-73.86175,1,40,1,151,4.01,1,338
270823235,1,Flatbush,40.65168,-73.96269,1,50,2,3,3.0,1,3
28695751,1,Park Slope,40.68164,-73.9779,0,125,3,22,0.72,2,0
223855863,1,Williamsburg,40.71841,-73.95224,0,200,3,0,,1,111
71857900,3,Astoria,40.77153,-73.93191,1,150,2,0,,1,0
239351588,1,Crown Heights,40.66835,-73.93112,1,75,1,12,2.54,1,0
219517861,2,Financial District,40.70563,-74.01097,0,227,2,3,0.81,327,350
107434423,2,Tribeca,40.71663,-74.00546,0,276,30,0,,232,284
26136707,2,Washington Heights,40.8447,-73.93369,1,77,4,80,1.57,1,66
27567524,1,Prospect Heights,40.67937,-73.96838,1,70,1,0,,1,0
3508047,1,Bushwick,40.69765,-73.93334,1,35,5,1,0.16,3,0
258885293,1,East Flatbush,40.65937,-73.9348,1,59,1,3,3.0,1,343
176463632,1,Greenpoint,40.72025,-73.94658,0,400,4,0,,1,348
12290324,1,Williamsburg,40.71952,-73.96281,0,250,5,21,0.35,1,284
54907254,1,Park Slope,40.67607,-73.97167,0,139,7,1,0.05,1,0
6195809,2,East Village,40.72607,-73.98867,1,149,364,8,0.17,1,90
5059784,3,Astoria,40.76465,-73.92625,0,125,1,10,0.26,1,0
69427329,3,Elmhurst,40.7369,-73.87613,0,120,1,134,4.36,6,249
120223,2,East Village,40.72245,-73.98527,0,100,4,25,0.23,1,0
83082749,3,Ozone Park,40.68345,-73.83378,0,125,1,11,0.31,1,0
6073169,3,Sunnyside,40.74756,-73.91222,0,65,2,15,1.02,1,27
254542999,3,Sunnyside,40.73591,-73.92415,1,90,2,12,5.14,1,57
76192815,2,Little Italy,40.71938,-73.9952,0,90,31,9,0.24,5,221
4316650,1,Williamsburg,40.71662,-73.94514,0,117,2,14,0.82,1,0
37333386,2,Hell's Kitchen,40.76119,-73.9873,0,200,3,41,1.97,3,181
44018877,1,East Flatbush,40.63876,-73.95073,0,80,2,72,4.07,2,337
14678390,2,West Village,40.73354,-73.99982,0,180,4,31,2.14,1,10
59509831,1,Clinton Hill,40.68073,-73.96217,1,150,2,3,0.08,1,35
42524168,2,East Village,40.72351,-73.98288,0,110,4,6,0.13,1,0
42528111,1,Greenpoint,40.71964,-73.94719,0,125,2,0,,1,0
1336171,2,Upper West Side,40.77212,-73.98641,0,175,2,6,4.29,1,1
14758012,2,Nolita,40.72421,-73.99304,0,195,3,66,1.24,1,0
4107826,1,South Slope,40.66882,-73.98841,1,65,5,5,0.14,1,0
107434423,2,Theater District,40.76061,-73.98589,0,353,30,0,,232,337
187914509,2,Upper West Side,40.80078,-73.96394,1,50,5,4,0.28,1,0
173685298,2,Midtown,40.75611,-73.97209,1,329,1,1,0.38,11,178
223504937,4,Randall Manor,40.62692,-74.1299,0,109,3,21,4.44,1,121
263880607,2,Hell's Kitchen,40.76424,-73.98916,2,69,1,8,6.32,7,357
468752,2,Gramercy,40.73337,-73.984,1,109,1,323,3.89,1,276
259826953,1,Williamsburg,40.71741,-73.95691,1,99,3,4,2.26,2,180
248956396,1,Bushwick,40.69179,-73.91404,1,45,1,24,6.61,1,167
142662928,1,Bedford-Stuyvesant,40.69292,-73.93463,0,160,5,0,,1,0
7093576,2,Upper East Side,40.77759,-73.95321,1,65,1,133,4.52,1,43
9209691,2,Harlem,40.82206,-73.95234,0,275,4,5,2.78,2,284
184641438,3,Sunnyside,40.74194,-73.91787,1,65,1,4,0.59,2,341
30247261,2,Little Italy,40.72039,-73.99683,0,999,7,1,0.02,1,0
259796664,3,Long Island City,40.75509,-73.93703,0,299,1,2,1.62,10,341
264833923,2,Hell's Kitchen,40.75612,-73.99263,0,209,3,1,1.0,1,68
48372942,3,Astoria,40.76354,-73.91789,1,77,2,1,0.07,1,364
8301763,2,Morningside Heights,40.8061,-73.9662,0,79,5,9,0.13,1,0
7693917,2,Inwood,40.86457,-73.92749,1,100,2,7,0.15,1,36
45911716,2,East Village,40.72804,-73.97638,0,325,3,17,0.46,1,0
87315657,2,Hell's Kitchen,40.7625,-73.99568,0,125,2,6,0.32,1,0
269775225,0,Port Morris,40.80087,-73.91635,1,100,3,0,,2,365
155924492,3,Long Island City,40.75311,-73.93628,0,285,2,30,2.54,1,172
66830803,2,Washington Heights,40.85083,-73.93623,1,51,1,4,0.31,1,0
1157099,1,Bedford-Stuyvesant,40.67904,-73.94837,0,75,2,11,1.73,1,0
10217559,1,Park Slope,40.67122,-73.98618,0,175,1,0,,1,0
61316506,3,Woodside,40.74341,-73.90041,0,120,1,85,3.37,2,340
